time,num1,num2,result,answer,correct,date,operation
2.805963900056668,3,9,12,12,1,March and start April,<ufunc 'add'>
1.3553423999110237,2,2,4,4,1,March and start April,<ufunc 'add'>
1.9124586000107229,14,14,28,28,1,March and start April,<ufunc 'add'>
1.546007000026293,12,12,24,24,1,March and start April,<ufunc 'add'>
1.4825489000650125,14,10,24,24,1,March and start April,<ufunc 'add'>
1.63709759991616,14,3,17,17,1,March and start April,<ufunc 'add'>
1.1514592000748962,3,6,9,9,1,March and start April,<ufunc 'add'>
0.9659232000121848,3,1,4,4,1,March and start April,<ufunc 'add'>
3.172084199963137,13,8,21,21,1,March and start April,<ufunc 'add'>
1.3088302999967711,1,3,4,4,1,March and start April,<ufunc 'add'>
2.2983670000685383,4,7,11,11,1,March and start April,<ufunc 'add'>
1.8098717000102624,13,10,23,23,1,March and start April,<ufunc 'add'>
0.9316619000164792,0,1,1,1,1,March and start April,<ufunc 'add'>
2.5922363999998197,11,13,24,24,1,March and start April,<ufunc 'add'>
1.9081537000602111,8,5,13,13,1,March and start April,<ufunc 'add'>
1.7250184000004083,4,3,7,7,1,March and start April,<ufunc 'add'>
0.99525610008277,6,0,6,6,1,March and start April,<ufunc 'add'>
1.2562307000625879,5,4,9,9,1,March and start April,<ufunc 'add'>
2.028290099930018,8,7,15,15,1,March and start April,<ufunc 'add'>
1.179672500002198,0,11,11,11,1,March and start April,<ufunc 'add'>
1.3264824000652882,10,1,11,11,1,March and start April,<ufunc 'add'>
1.2718413999537006,0,3,3,3,1,March and start April,<ufunc 'add'>
2.2219943000236526,8,2,10,10,1,March and start April,<ufunc 'add'>
3.1236253000097345,13,8,21,21,1,March and start April,<ufunc 'add'>
2.0753601000178605,6,2,8,8,1,March and start April,<ufunc 'add'>
2.442027000011876,2,10,12,12,1,March and start April,<ufunc 'add'>
1.2662580999312922,0,14,14,14,1,March and start April,<ufunc 'add'>
1.6063083000481129,14,10,24,24,1,March and start April,<ufunc 'add'>
2.905127399950288,7,7,14,14,1,March and start April,<ufunc 'add'>
1.8864780999720097,0,13,13,13,1,March and start April,<ufunc 'add'>
3.4862645999528468,5,9,14,14,1,March and start April,<ufunc 'add'>
1.4375705999555066,7,2,9,9,1,March and start April,<ufunc 'add'>
2.092643999960273,8,14,22,22,1,March and start April,<ufunc 'add'>
1.0702391000231728,4,5,9,9,1,March and start April,<ufunc 'add'>
1.3399471000302583,5,10,15,15,1,March and start April,<ufunc 'add'>
2.497833000030369,11,12,23,23,1,March and start April,<ufunc 'add'>
2.3201084000756964,10,11,21,21,1,March and start April,<ufunc 'add'>
5.01215950003825,8,5,13,13,1,March and start April,<ufunc 'add'>
3.2982717000413686,9,1,10,10,1,March and start April,<ufunc 'add'>
2.4225501000182703,7,11,18,18,1,March and start April,<ufunc 'add'>
1.609097299980931,10,7,17,17,1,March and start April,<ufunc 'add'>
1.3850032000336796,2,7,9,9,1,March and start April,<ufunc 'add'>
1.2317471000133082,2,2,4,4,1,March and start April,<ufunc 'add'>
1.1608907000627369,0,2,2,2,1,March and start April,<ufunc 'add'>
1.826148599968292,1,16,17,17,1,March and start April,<ufunc 'add'>
7.402345500071533,16,18,34,34,1,March and start April,<ufunc 'add'>
1.6102804000256583,14,0,14,14,1,March and start April,<ufunc 'add'>
1.9019894000375643,6,18,24,24,1,March and start April,<ufunc 'add'>
3.783263700082898,19,9,28,28,1,March and start April,<ufunc 'add'>
1.694156299927272,4,15,19,19,1,March and start April,<ufunc 'add'>
4.329736699932255,4,19,23,23,1,March and start April,<ufunc 'add'>
2.639119900064543,9,17,26,26,1,March and start April,<ufunc 'add'>
1.2546550000552088,4,4,8,8,1,March and start April,<ufunc 'add'>
6.654819899937137,19,17,36,36,1,March and start April,<ufunc 'add'>
2.7869095000205566,7,19,26,26,1,March and start April,<ufunc 'add'>
4.456916199997068,13,11,24,24,1,March and start April,<ufunc 'add'>
1.907364299986512,13,13,26,26,1,March and start April,<ufunc 'add'>
2.3628371999366213,9,6,15,15,1,March and start April,<ufunc 'add'>
2.229194500017911,16,4,20,20,1,March and start April,<ufunc 'add'>
1.836544599966146,8,6,14,14,1,March and start April,<ufunc 'add'>
1.0316582999657842,0,1,1,1,1,March and start April,<ufunc 'add'>
1.3881609999807552,11,11,22,22,1,March and start April,<ufunc 'add'>
1.1342750999610869,3,6,9,9,1,March and start April,<ufunc 'add'>
3.3271359000355005,17,10,27,27,1,March and start April,<ufunc 'add'>
2.1331652000080794,11,9,20,20,1,March and start April,<ufunc 'add'>
1.210962099954486,10,4,14,14,1,March and start April,<ufunc 'add'>
1.9755893999245016,19,7,26,26,1,March and start April,<ufunc 'add'>
1.2088977999519557,2,6,8,8,1,March and start April,<ufunc 'add'>
1.076036100042984,10,4,14,14,1,March and start April,<ufunc 'add'>
2.076927600079216,5,11,16,16,1,March and start April,<ufunc 'add'>
2.4943690000800416,12,13,25,25,1,March and start April,<ufunc 'add'>
2.0387072999728844,18,3,21,21,1,March and start April,<ufunc 'add'>
2.064771300065331,11,8,19,19,1,March and start April,<ufunc 'add'>
1.9016138999722896,6,14,20,20,1,March and start April,<ufunc 'add'>
3.705286500044167,14,5,19,19,1,March and start April,<ufunc 'add'>
2.7412321999436244,12,11,23,23,1,March and start April,<ufunc 'add'>
1.3684748000232505,7,7,14,14,1,March and start April,<ufunc 'add'>
1.627861800021492,15,6,21,21,1,March and start April,<ufunc 'add'>
2.9738291000248864,15,11,26,27,0,March and start April,<ufunc 'add'>
7.80488339997828,12,3,15,15,1,March and start April,<ufunc 'add'>
2.78769749996718,5,14,19,19,1,March and start April,<ufunc 'add'>
1.420054200105369,10,10,20,20,1,March and start April,<ufunc 'add'>
2.0139880999922752,19,7,26,26,1,March and start April,<ufunc 'add'>
1.862190300016664,6,15,21,21,1,March and start April,<ufunc 'add'>
3.247604600037449,19,2,21,21,1,March and start April,<ufunc 'add'>
2.0982567999744792,5,3,8,8,1,March and start April,<ufunc 'add'>
2.4304742000531405,11,7,18,18,1,March and start April,<ufunc 'add'>
0.9291447999999036,1,0,1,1,1,March and start April,<ufunc 'add'>
1.1675632000001317,3,1,4,4,1,March and start April,<ufunc 'add'>
0.8546507000000929,2,0,2,2,1,March and start April,<ufunc 'add'>
0.8556480000002011,0,3,3,3,1,March and start April,<ufunc 'add'>
1.4480375999999069,0,1,1,1,1,March and start April,<ufunc 'add'>
1.296075500000029,1,1,2,2,1,March and start April,<ufunc 'add'>
0.7358365000000049,2,0,2,2,1,March and start April,<ufunc 'add'>
48.784663800000104,2,3,5,5,1,March and start April,<ufunc 'add'>
0.99979089999988,0,2,2,2,1,March and start April,<ufunc 'add'>
1.2317904000000226,2,3,5,5,1,March and start April,<ufunc 'add'>
1.0962973999999122,3,2,5,5,1,March and start April,<ufunc 'add'>
1.081282599999895,3,1,4,4,1,March and start April,<ufunc 'add'>
1.5178883000000951,2,2,4,4,1,March and start April,<ufunc 'add'>
1.1447038000001155,2,3,5,5,1,March and start April,<ufunc 'add'>
1.1031444000000192,3,1,4,4,1,March and start April,<ufunc 'add'>
1.2567366000000106,0,0,0,0,1,March and start April,<ufunc 'add'>
0.951872399999985,4,0,4,4,1,March and start April,<ufunc 'add'>
1.2487002999999959,2,3,5,5,1,March and start April,<ufunc 'add'>
1.2080013999999435,3,3,6,6,1,March and start April,<ufunc 'add'>
1.0887436000000434,2,1,3,3,1,March and start April,<ufunc 'add'>
0.8809128999998848,0,2,2,2,1,March and start April,<ufunc 'add'>
2.096354400040582,6,7,13,13,1,March and start April,<ufunc 'add'>
1.3998078000731766,5,2,7,7,1,March and start April,<ufunc 'add'>
1.4372308000456542,3,4,7,7,1,March and start April,<ufunc 'add'>
1.4021921001840385,3,6,9,9,1,March and start April,<ufunc 'add'>
2.1616231000516564,1,7,8,8,1,March and start April,<ufunc 'add'>
1.6263345000334084,2,6,8,8,1,March and start April,<ufunc 'add'>
2.164707599906251,1,6,7,7,1,March and start April,<ufunc 'add'>
2.3288106999825686,2,6,8,8,1,March and start April,<ufunc 'add'>
1.9080662000924349,6,4,10,10,1,March and start April,<ufunc 'add'>
2.5265201001893733,7,8,15,15,1,March and start April,<ufunc 'add'>
1.3300402001477778,7,3,10,10,1,March and start April,<ufunc 'add'>
1.5914848998654634,3,8,11,11,1,March and start April,<ufunc 'add'>
1.381202700082213,5,5,10,10,1,March and start April,<ufunc 'add'>
4.164741799933837,7,9,16,16,1,March and start April,<ufunc 'add'>
1.4976109999697655,2,8,10,10,1,March and start April,<ufunc 'add'>
1.0976615000981838,2,3,5,5,1,March and start April,<ufunc 'add'>
1.206961400108412,6,1,7,7,1,March and start April,<ufunc 'add'>
1.0222310000099242,2,2,4,4,1,March and start April,<ufunc 'add'>
1.5668198000639677,8,1,9,9,1,March and start April,<ufunc 'add'>
2.4869165001437072,7,2,9,9,1,March and start April,<ufunc 'add'>
6.91356260003522,7,8,15,15,1,March and start April,<ufunc 'add'>
3.8188665001653135,7,6,13,13,1,March and start April,<ufunc 'add'>
1.4118608999997375,8,0,8,8,1,March and start April,<ufunc 'add'>
1.3758900000248104,7,7,14,14,1,March and start April,<ufunc 'add'>
1.5857734000310302,5,5,10,10,1,March and start April,<ufunc 'add'>
2.1748494999483228,6,9,15,15,1,March and start April,<ufunc 'add'>
1.7013344999868425,7,3,10,10,1,March and start April,<ufunc 'add'>
1.259107599966228,1,1,2,2,1,March and start April,<ufunc 'add'>
1.951688400004059,6,5,11,11,1,March and start April,<ufunc 'add'>
2.6245633000507946,4,7,11,11,Apr-10-2020,1,<ufunc 'add'>
2.864386100089177,8,9,17,17,Apr-10-2020,1,<ufunc 'add'>
2.1898499000817537,6,7,13,13,Apr-10-2020,1,<ufunc 'add'>
1.2953456998802722,7,7,14,14,Apr-10-2020,1,<ufunc 'add'>
2.797856600023806,9,8,17,17,Apr-10-2020,1,<ufunc 'add'>
1.2883506000507623,1,1,2,2,Apr-10-2020,1,<ufunc 'add'>
3.192542399978265,9,6,15,15,Apr-10-2020,1,<ufunc 'add'>
1.474899600027129,4,0,4,4,Apr-10-2020,1,<ufunc 'add'>
1.0793685999233276,0,9,9,9,Apr-10-2020,1,<ufunc 'add'>
1.2333308998495343,0,9,9,9,Apr-10-2020,1,<ufunc 'add'>
1.3958028999622911,3,6,9,9,Apr-10-2020,1,<ufunc 'add'>
1.2683199001476169,1,3,4,4,Apr-10-2020,1,<ufunc 'add'>
0.9644973000977188,1,3,4,4,Apr-10-2020,1,<ufunc 'add'>
2.9824277998413886,7,9,16,16,Apr-10-2020,1,<ufunc 'add'>
1.1706543001346292,5,1,6,6,Apr-10-2020,1,<ufunc 'add'>
1.824313099961728,9,4,13,13,Apr-10-2020,1,<ufunc 'add'>
2.3563991000410174,8,9,17,17,Apr-10-2020,1,<ufunc 'add'>
1.3651593001559377,2,2,4,4,Apr-10-2020,1,<ufunc 'add'>
1.1995594000909475,4,1,5,5,Apr-10-2020,1,<ufunc 'add'>
1.1587933001574129,5,1,6,6,Apr-10-2020,1,<ufunc 'add'>
1.1668487000279129,2,4,6,6,Apr-10-2020,1,<ufunc 'add'>
1.2814569000620395,1,8,9,9,Apr-10-2020,1,<ufunc 'add'>
1.864312699995935,4,8,12,12,Apr-10-2020,1,<ufunc 'add'>
1.4145952998660505,9,1,10,10,Apr-10-2020,1,<ufunc 'add'>
1.7383248000405729,5,3,8,8,Apr-10-2020,1,<ufunc 'add'>
1.9691388001665475,3,1,4,4,Apr-10-2020,1,<ufunc 'add'>
1.5929732001386585,7,4,11,11,Apr-10-2020,1,<ufunc 'add'>
1.7394765000790358,8,5,13,13,Apr-10-2020,1,<ufunc 'add'>
2.1089759999886155,5,8,13,13,Apr-10-2020,1,<ufunc 'add'>
1.9408593000844119,3,4,7,7,Apr-10-2020,1,<ufunc 'add'>
1.511790200136602,2,6,8,8,Apr-10-2020,1,<ufunc 'add'>
1.6666108001954854,3,4,7,7,Apr-10-2020,1,<ufunc 'add'>
1.3466566000133753,5,0,5,5,Apr-10-2020,1,<ufunc 'add'>
4.392676200019197,9,7,16,16,Apr-10-2020,1,<ufunc 'add'>
1.0644623001571745,3,3,6,6,Apr-10-2020,1,<ufunc 'add'>
1.1279522001277655,0,6,6,6,Apr-10-2020,1,<ufunc 'add'>
1.6727505000308156,9,5,14,14,Apr-10-2020,1,<ufunc 'add'>
1.31445789989084,2,5,7,7,Apr-10-2020,1,<ufunc 'add'>
2.290230999933556,9,5,14,14,Apr-10-2020,1,<ufunc 'add'>
1.902070199837908,3,8,11,11,Apr-10-2020,1,<ufunc 'add'>
1.8235489001963288,6,5,11,11,Apr-10-2020,1,<ufunc 'add'>
3.217132800025865,9,2,11,11,Apr-10-2020,1,<ufunc 'add'>
1.1644431001041085,1,3,4,4,Apr-10-2020,1,<ufunc 'add'>
1.7444376000203192,5,5,10,10,Apr-10-2020,1,<ufunc 'add'>
1.0683004998136312,3,1,4,4,Apr-10-2020,1,<ufunc 'add'>
1.6734641999937594,9,7,16,16,Apr-10-2020,1,<ufunc 'add'>
1.6804564001504332,9,6,15,15,Apr-10-2020,1,<ufunc 'add'>
2.461366199888289,2,9,11,11,Apr-10-2020,1,<ufunc 'add'>
2.396585799986497,1,9,10,10,Apr-10-2020,1,<ufunc 'add'>
4.503563300007954,7,5,12,12,Apr-10-2020,1,<ufunc 'add'>
1.386140399845317,3,7,10,10,Apr-10-2020,1,<ufunc 'add'>
1.2987919000443071,8,6,14,14,Apr-10-2020,1,<ufunc 'add'>
1.0108173000626266,1,1,2,2,Apr-10-2020,1,<ufunc 'add'>
1.1617309001740068,3,0,3,3,Apr-10-2020,1,<ufunc 'add'>
1.1849519999232143,8,2,10,10,Apr-10-2020,1,<ufunc 'add'>
1.0989012999925762,9,0,9,9,Apr-10-2020,1,<ufunc 'add'>
0.8407602999359369,9,0,9,9,Apr-10-2020,1,<ufunc 'add'>
1.6896705999970436,4,1,5,5,Apr-10-2020,1,<ufunc 'add'>
1.09996119979769,5,4,9,9,Apr-10-2020,1,<ufunc 'add'>
1.3189707999117672,9,2,11,11,Apr-10-2020,1,<ufunc 'add'>
1.6527313999831676,1,9,10,10,Apr-10-2020,1,<ufunc 'add'>
1.1816321001388133,4,5,9,9,Apr-10-2020,1,<ufunc 'add'>
0.9386639001313596,2,0,2,2,Apr-10-2020,1,<ufunc 'add'>
1.257214599987492,8,2,10,10,Apr-10-2020,1,<ufunc 'add'>
1.3745256001129746,3,2,5,5,Apr-10-2020,1,<ufunc 'add'>
1.1714375000447037,0,6,6,6,Apr-10-2020,1,<ufunc 'add'>
1.0694335000589492,0,0,0,0,Apr-10-2020,1,<ufunc 'add'>
1.1622834999579936,5,4,9,9,Apr-10-2020,1,<ufunc 'add'>
1.2173023999202996,7,3,10,10,Apr-10-2020,1,<ufunc 'add'>
1.5773287999909371,8,5,13,13,Apr-10-2020,1,<ufunc 'add'>
1.7095846000593156,5,7,12,12,Apr-10-2020,1,<ufunc 'add'>
2.120863200165332,6,2,8,8,Apr-10-2020,1,<ufunc 'add'>
1.0509925000369549,3,0,3,3,Apr-10-2020,1,<ufunc 'add'>
1.9771625997964293,5,8,13,13,Apr-10-2020,1,<ufunc 'add'>
1.6558391000144184,4,6,10,14,Apr-10-2020,0,<ufunc 'add'>
4.3848681999370465,2,6,8,8,Apr-10-2020,1,<ufunc 'add'>
1.0984610000159591,5,0,5,5,Apr-10-2020,1,<ufunc 'add'>
2.5192022998817265,3,6,9,9,Apr-10-2020,1,<ufunc 'add'>
1.4405942000448704,4,3,7,7,Apr-10-2020,1,<ufunc 'add'>
1.5329845999367535,7,3,10,10,Apr-10-2020,1,<ufunc 'add'>
2.4962800000794236,5,9,14,14,Apr-10-2020,1,<ufunc 'add'>
3.2752824001945555,9,3,12,12,Apr-10-2020,1,<ufunc 'add'>
1.1948653999716043,0,9,9,9,Apr-10-2020,1,<ufunc 'add'>
1.463458999991417,5,2,7,7,Apr-10-2020,1,<ufunc 'add'>
1.5039862000849098,0,2,2,2,Apr-10-2020,1,<ufunc 'add'>
1.2267373998183757,5,0,5,5,Apr-10-2020,1,<ufunc 'add'>
1.343239999841899,3,2,5,5,Apr-10-2020,1,<ufunc 'add'>
1.77214919985272,6,4,10,10,Apr-10-2020,1,<ufunc 'add'>
1.4246525000780819,0,4,4,4,Apr-10-2020,1,<ufunc 'add'>
1.6449190001003444,4,2,6,6,Apr-10-2020,1,<ufunc 'add'>
1.8066987998317927,5,2,7,7,Apr-10-2020,1,<ufunc 'add'>
1.5039242999628186,8,1,9,9,Apr-10-2020,1,<ufunc 'add'>
1.4439054999966174,5,3,8,8,Apr-10-2020,1,<ufunc 'add'>
1.1737657000776378,0,9,9,9,Apr-10-2020,1,<ufunc 'add'>
1.425424400018528,3,0,3,3,Apr-10-2020,1,<ufunc 'add'>
1.814883999992162,1,9,10,10,Apr-10-2020,1,<ufunc 'add'>
1.9397134999744596,9,4,13,13,Apr-10-2020,1,<ufunc 'add'>
1.43391210003756,4,1,5,5,Apr-10-2020,1,<ufunc 'add'>
2.0395514999981965,5,1,6,6,Apr-10-2020,1,<ufunc 'add'>
1.4342602998949587,4,5,9,9,Apr-10-2020,1,<ufunc 'add'>
2.632997900014743,1,8,9,9,Apr-10-2020,1,<ufunc 'add'>
2.24568450008519,8,9,17,17,Apr-10-2020,1,<ufunc 'add'>
1.0873570998664943,0,9,9,9,Apr-10-2020,1,<ufunc 'add'>
1.1379615999758244,5,5,10,10,Apr-10-2020,1,<ufunc 'add'>
1.1044671998824924,5,0,5,5,Apr-10-2020,1,<ufunc 'add'>
1.4593768999911845,1,0,1,1,Apr-10-2020,1,<ufunc 'add'>
3.985226300079376,4,9,13,13,Apr-10-2020,1,<ufunc 'add'>
1.808746100000008,4,6,10,10,Apr-11-2020,1,<ufunc 'add'>
3.156824900000004,3,4,7,7,Apr-11-2020,1,<ufunc 'add'>
3.813445999999999,4,7,11,11,Apr-11-2020,1,<ufunc 'add'>
1.7771190000000274,3,9,12,12,Apr-11-2020,1,<ufunc 'add'>
1.5971169999999688,5,2,7,7,Apr-11-2020,1,<ufunc 'add'>
1.16526319999997,9,0,9,9,Apr-11-2020,1,<ufunc 'add'>
2.0068362000000093,11,4,15,15,Apr-11-2020,1,<ufunc 'add'>
2.445030299999985,5,12,17,18,Apr-11-2020,0,<ufunc 'add'>
2.5484095000000484,3,10,13,13,Apr-11-2020,1,<ufunc 'add'>
1.796416699999952,6,1,7,7,Apr-11-2020,1,<ufunc 'add'>
1.8295926999999776,8,3,11,11,Apr-11-2020,1,<ufunc 'add'>
1.7089967999999658,14,2,16,16,Apr-11-2020,1,<ufunc 'add'>
1.874710499999992,6,12,18,18,Apr-11-2020,1,<ufunc 'add'>
4.314783199999964,12,13,25,25,Apr-11-2020,1,<ufunc 'add'>
4.281393299999991,14,12,26,26,Apr-11-2020,1,<ufunc 'add'>
1.3424777000000176,0,3,3,3,Apr-11-2020,1,<ufunc 'add'>
1.5966311999999905,1,5,6,6,Apr-11-2020,1,<ufunc 'add'>
3.633976899999993,6,13,19,19,Apr-11-2020,1,<ufunc 'add'>
1.558985000000007,4,10,14,14,Apr-11-2020,1,<ufunc 'add'>
2.393307200000038,10,13,23,23,Apr-11-2020,1,<ufunc 'add'>
1.2130513999999837,1,5,6,6,Apr-11-2020,1,<ufunc 'add'>
1.0502354000000196,6,0,6,6,Apr-11-2020,1,<ufunc 'add'>
1.5537842999999611,14,10,24,24,Apr-11-2020,1,<ufunc 'add'>
1.6991188000000081,12,6,18,18,Apr-11-2020,1,<ufunc 'add'>
3.3785783999999808,13,14,27,27,Apr-11-2020,1,<ufunc 'add'>
1.371537499999988,10,3,13,13,Apr-11-2020,1,<ufunc 'add'>
2.4483359000000178,7,9,16,16,Apr-11-2020,1,<ufunc 'add'>
1.922493400000008,12,13,25,25,Apr-11-2020,1,<ufunc 'add'>
2.971150300000033,13,14,27,27,Apr-11-2020,1,<ufunc 'add'>
2.050179899999989,7,14,21,21,Apr-11-2020,1,<ufunc 'add'>
1.5746399000000224,2,5,7,7,Apr-11-2020,1,<ufunc 'add'>
1.2169221000000334,7,0,7,7,Apr-11-2020,1,<ufunc 'add'>
1.2993018000000234,4,3,7,7,Apr-11-2020,1,<ufunc 'add'>
1.245687500000031,2,5,7,7,Apr-11-2020,1,<ufunc 'add'>
1.188203299999998,0,1,1,1,Apr-11-2020,1,<ufunc 'add'>
2.3729915999999776,4,6,10,10,Apr-11-2020,1,<ufunc 'add'>
2.375257300000044,7,7,14,14,Apr-11-2020,1,<ufunc 'add'>
1.2485398999999688,1,2,3,3,Apr-11-2020,1,<ufunc 'add'>
1.6481673000000114,6,6,12,12,Apr-11-2020,1,<ufunc 'add'>
2.1168354000000136,4,2,6,6,Apr-11-2020,1,<ufunc 'add'>
1.9960483000000409,12,13,25,25,Apr-11-2020,1,<ufunc 'add'>
1.8700829,9,2,11,11,Apr-11-2020,1,<ufunc 'add'>
1.2277589999999918,5,0,5,5,Apr-11-2020,1,<ufunc 'add'>
2.984727399999997,0,8,8,8,Apr-11-2020,1,<ufunc 'add'>
1.3289628999999652,6,3,9,9,Apr-11-2020,1,<ufunc 'add'>
2.0243167000000426,4,13,17,17,Apr-11-2020,1,<ufunc 'add'>
3.953052500000013,12,13,25,25,Apr-11-2020,1,<ufunc 'add'>
2.048519799999952,12,14,26,26,Apr-11-2020,1,<ufunc 'add'>
4.048361999999997,11,9,20,20,Apr-11-2020,1,<ufunc 'add'>
2.8281657,13,0,13,13,Apr-11-2020,1,<ufunc 'add'>
1.4474830000000338,5,1,6,6,Apr-11-2020,1,<ufunc 'add'>
3.3423907000000095,14,3,17,17,Apr-11-2020,1,<ufunc 'add'>
1.1591281999999978,0,1,1,1,Apr-11-2020,1,<ufunc 'add'>
1.3650301999999783,11,3,14,14,Apr-11-2020,1,<ufunc 'add'>
1.9045909999999824,8,5,13,13,Apr-11-2020,1,<ufunc 'add'>
1.178720399999975,10,4,14,14,Apr-11-2020,1,<ufunc 'add'>
3.6801247999999873,14,5,19,19,Apr-11-2020,1,<ufunc 'add'>
1.7928014000000303,12,13,25,25,Apr-11-2020,1,<ufunc 'add'>
1.4255241999999841,12,13,25,25,Apr-11-2020,1,<ufunc 'add'>
2.1938535000000456,8,11,19,19,Apr-11-2020,1,<ufunc 'add'>
1.4835368000000244,12,1,13,13,Apr-11-2020,1,<ufunc 'add'>
3.4361088999999647,9,6,15,15,Apr-11-2020,1,<ufunc 'add'>
2.495004100000017,2,13,15,15,Apr-11-2020,1,<ufunc 'add'>
4.233891900000003,11,10,21,21,Apr-11-2020,1,<ufunc 'add'>
1.4701142999999774,12,0,12,12,Apr-11-2020,1,<ufunc 'add'>
1.325981000000013,10,10,20,20,Apr-11-2020,1,<ufunc 'add'>
1.401727499999993,3,4,7,7,Apr-11-2020,1,<ufunc 'add'>
2.0696417999999994,8,8,16,16,Apr-11-2020,1,<ufunc 'add'>
1.7444168000000104,5,3,8,8,Apr-11-2020,1,<ufunc 'add'>
1.4037140000000363,3,10,13,13,Apr-11-2020,1,<ufunc 'add'>
2.2833388000000236,14,2,16,16,Apr-11-2020,1,<ufunc 'add'>
1.7566375999999764,5,2,7,7,Apr-11-2020,1,<ufunc 'add'>
3.3112428999999683,2,6,8,8,Apr-11-2020,1,<ufunc 'add'>
1.1903599999999983,3,3,6,6,Apr-11-2020,1,<ufunc 'add'>
1.2121094999999968,1,14,15,15,Apr-11-2020,1,<ufunc 'add'>
2.0194435000000226,4,2,6,6,Apr-11-2020,1,<ufunc 'add'>
1.1651451000000181,1,5,6,6,Apr-11-2020,1,<ufunc 'add'>
1.9685067000000345,13,12,25,25,Apr-11-2020,1,<ufunc 'add'>
1.3538150999999627,10,8,18,18,Apr-11-2020,1,<ufunc 'add'>
2.1485415999999877,2,6,8,8,Apr-11-2020,1,<ufunc 'add'>
2.4459420000000023,14,11,25,25,Apr-11-2020,1,<ufunc 'add'>
1.2787903999999912,0,4,4,4,Apr-11-2020,1,<ufunc 'add'>
4.277484800000025,3,12,15,15,Apr-11-2020,1,<ufunc 'add'>
3.186444400000028,11,12,23,23,Apr-11-2020,1,<ufunc 'add'>
1.4826617999999598,6,2,8,8,Apr-11-2020,1,<ufunc 'add'>
2.389672599999983,9,8,17,17,Apr-11-2020,1,<ufunc 'add'>
1.6130832999999711,2,8,10,10,Apr-11-2020,1,<ufunc 'add'>
2.3126712000000107,12,10,22,22,Apr-11-2020,1,<ufunc 'add'>
1.3574747999999772,4,0,4,4,Apr-11-2020,1,<ufunc 'add'>
1.7065699999999993,10,11,21,21,Apr-11-2020,1,<ufunc 'add'>
1.1456522999999947,3,0,3,3,Apr-11-2020,1,<ufunc 'add'>
1.8011725999999726,9,6,15,15,Apr-11-2020,1,<ufunc 'add'>
1.5683761999999888,6,12,18,18,Apr-11-2020,1,<ufunc 'add'>
1.1964833000000112,3,2,5,5,Apr-11-2020,1,<ufunc 'add'>
1.760956599999986,2,14,16,16,Apr-11-2020,1,<ufunc 'add'>
1.1080274999999915,3,1,4,4,Apr-11-2020,1,<ufunc 'add'>
1.1954013999999802,11,0,11,11,Apr-11-2020,1,<ufunc 'add'>
1.1972382000000152,2,2,4,4,Apr-11-2020,1,<ufunc 'add'>
1.4932580000000255,0,12,12,12,Apr-11-2020,1,<ufunc 'add'>
1.6562074999999936,11,1,12,12,Apr-11-2020,1,<ufunc 'add'>
1.615148999999974,3,9,12,12,Apr-11-2020,1,<ufunc 'add'>
2.684105000000045,9,11,20,20,Apr-11-2020,1,<ufunc 'add'>
3.5694968000000245,13,11,24,24,Apr-11-2020,1,<ufunc 'add'>
1.914076199999954,8,4,12,12,Apr-11-2020,1,<ufunc 'add'>
1.3496029000000362,9,1,10,10,Apr-11-2020,1,<ufunc 'add'>
